date,technology,finance,healthcare,energy,consumer
2016-01-04,-0.015750058741331615,-0.02073680676072292,-0.005391262652717494,0.019860228122507425,-0.010084650804534523
2016-01-05,-0.02935100569222733,-0.03213002975384806,0.020394847633848464,-0.02671381395583348,-0.020376996144677844
2016-01-06,-0.008126912190818946,0.00048427793903907336,0.00453879215152726,0.04760693405782287,0.0008928489819221345
2016-01-07,-0.04003147783695677,0.002217662709027332,0.001666276143468461,0.01301545459116767,-0.010632603615134253
2016-01-08,-0.028303477939511348,0.01288394236205454,-0.025841957236288803,-0.005003605244429658,-0.021184326451864036
2016-01-11,0.039571566790347235,0.025620160167562238,-0.0028760021475862482,0.03145923410332419,0.03637797753843789
2016-01-12,-0.027508748931552505,-0.02973908303478289,-0.0008421310372927226,-0.012035158182215046,-0.027011565020041057
2016-01-13,-0.018172076713463853,-0.009939201157090747,0.01124550899132404,-0.0409675566161522,0.003218041068847186
2016-01-14,0.014096753924779387,0.043377806648262,-0.033079814217979626,0.020288645532486136,-0.00035984733479596894
2016-01-15,0.04139082010872917,0.0016019100987380596,-0.0030749342069184295,0.007331346511587683,0.015309929436538172
2016-01-18,0.014403011383244417,-0.016986962152896096,0.0376008730776762,-0.025909195060978996,0.0136769279279323
2016-01-19,0.027314744768788334,0.007318362567035019,0.016180209401332378,-0.03254705059168074,0.007257824230921966
2016-01-20,-0.015022419048267942,-0.036319263565647644,-0.01533813260317754,-0.04740752144626431,-0.0044976170148968864
2016-01-21,-0.022960634507752965,-0.043549701267368686,-0.009139289503535956,-0.0389682048143352,0.01815667789723328
2016-01-22,0.0492785627239178,0.03320911482218324,-0.00473017922864011,0.08195570237214335,0.01863944289775995
2016-01-25,-0.05244205815728564,-0.022194701058763363,-0.04199263526725314,0.025558628429989984,-0.016193997030554835
2016-01-26,-0.03906428655491773,-0.03442354913363542,-0.05471933076072026,0.039089895605386414,-0.020050803394087626
2016-01-27,0.021809186016037454,0.03945116714806794,-0.0022730204039951535,0.01165510210905985,-2.3530832863884288e-05
2016-01-28,0.008998765173158375,-0.014311349409027724,-0.007190365001110164,2.7473613234682326e-05,0.0002796398107034093
2016-01-29,-0.019698500845554176,-0.036515091267772665,-0.020572745042461513,-3.4757194292552905e-05,0.006809111756995648
2016-02-01,0.035326742611678986,0.015115809205692197,0.023548938945280803,0.013525209696320789,0.03363971397967564
2016-02-02,-0.025940873430451643,0.01014083242411865,0.0024433484172770837,0.0005012301568303018,0.03123991762299505
2016-02-03,0.05865465259637826,-0.00018095756059642945,0.01667576220651419,0.017457447693555204,0.03133885180457802
2016-02-04,-0.042860121500412546,-0.010409687727887546,-0.005917507933903107,-0.028382214726740723,0.0005584925998291884
2016-02-05,-0.019177026587200344,-0.009403468400840569,-0.025074526883715684,0.011609820010628515,-0.0020183686985207165
2016-02-08,-0.011304006685680235,-0.022495148844376613,-0.005163796077564934,-0.0058180051936735835,-0.0027204372251274376
2016-02-09,-0.00862136380177188,0.016516815366590415,-0.006845100519353629,0.011378840893199547,0.02296077648249355
2016-02-10,-0.027808627730816948,-0.012312041721439857,-0.002121519118436279,-0.026743596845218032,-0.02982321561749817
2016-02-11,-0.031794472606021154,-0.056717263635449426,-0.013813386398137067,-0.03314670955640924,-0.007878910031745266
2016-02-12,0.06147202649818029,0.03774336007317777,0.021139970292681866,0.03265587094591931,0.013602132134332761
2016-02-15,-0.05605851456445302,-0.04733916013254868,-0.01414502295145662,-0.028668627890735356,-0.017171884300292973
2016-02-16,-0.02445345871827345,-0.01258753931642718,-0.012327877338929238,-0.010330822392715154,-0.028274909443396088
2016-02-17,-0.03328688711601876,-0.018447923388775413,0.018478691493152972,-0.014823893908174565,0.007073619408087667
2016-02-18,0.07069263208619447,0.04422915192080503,0.011423943714461572,-0.01786806769114497,0.007865292996179208
2016-02-19,0.050604925024905816,0.003971407145823603,0.00133426155164925,-0.001654675888529616,0.008664231972235738
2016-02-22,-0.04594621476103133,-0.005278495955174263,0.003165532028836153,-0.02686892445516361,-0.049980549837471404
2016-02-23,0.02553507094778233,0.014457873678446944,0.005300190382683684,-0.035039799734334014,-0.015603172119305028
2016-02-24,-0.01287522604728358,-0.0017181704451331744,-0.004107008316687734,0.02224310854295008,-0.018092795047501848
2016-02-25,-0.05085716820920125,-0.025616369226710064,0.009684503736247348,-0.04875992349092659,-0.03994996461574178
2016-02-26,0.06960835361573764,0.01688205525052306,0.010584052366633036,0.04687081598760319,0.007703698034894842
2016-02-29,0.00324490457188087,0.01041455283649448,-0.0013264088117098613,-0.003783601287374573,-0.0124313685114503
2016-03-01,-0.01907979271833504,0.011136821228293448,-0.03673806377627406,0.022967876606084424,-0.00897281338698596
2016-03-02,0.0008359732899518018,0.0006170038020455844,-0.0010408039910814147,0.016241102077258023,-0.031214076130862377
2016-03-03,0.028953584413770835,0.02413052732708783,0.00703677283558041,0.012049300262274224,0.025868791932504367
