date,returns
2014-01-02,0.00413201
2014-01-03,-0.01186627
2014-01-06,0.00928361
2014-01-07,0.01134183
2014-01-08,-0.02220428
2014-01-09,-0.01630276
2014-01-10,0.00208409
2014-01-13,-0.00359576
2014-01-14,0.00019557
2014-01-15,-0.00955665
2014-01-16,0.01055707
2014-01-17,0.00930734
2014-01-20,0.0011447
2014-01-21,0.01260812
2014-01-22,0.00552467
2014-01-23,-0.00873216
2014-01-24,0.00428418
2014-01-27,-0.00936331
2014-01-28,0.00933552
2014-01-29,-0.00010433
2014-01-30,-0.00139592
2014-01-31,-0.00597473
2014-02-03,0.01163851
2014-02-04,-0.00105377
2014-02-05,-0.00348361
2014-02-06,-0.00270031
2014-02-07,0.0049421
2014-02-10,0.00344454
2014-02-11,0.00373782
2014-02-12,0.00378974
2014-02-13,0.01681604
2014-02-14,-0.00315527
2014-02-17,-0.00395103
2014-02-18,-0.00634354
2014-02-19,0.00546559
2014-02-20,0.00950867
2014-02-21,-0.0005353
2014-02-24,-0.00626217
2014-02-25,-0.00610616
2014-02-26,0.00550428
2014-02-27,0.00613789
2014-02-28,0.00454964
2014-03-03,-0.00457988
2014-03-04,0.00211292
2014-03-05,0.00123553
2014-03-06,0.00191849
2014-03-07,0.00628191
2014-03-10,0.00191198
2014-03-11,0.00486712
2014-03-12,0.00084053
2014-03-13,0.00223277
2014-03-14,0.00430874
2014-03-17,-0.00853617
2014-03-18,-0.00167448
2014-03-19,-0.00258109
2014-03-20,-0.00357763
2014-03-21,-0.00129698
2014-03-24,0.00941271
2014-03-25,-0.005149
2014-03-26,0.00662569
2014-03-27,-0.01053483
2014-03-28,-0.0019558
2014-03-31,0.0015155
2014-04-01,0.00430391
2014-04-02,0.00506795
2014-04-03,0.00556848
2014-04-04,-0.00186697
2014-04-07,-0.00253757
2014-04-08,0.00575288
2014-04-09,-0.00079796
2014-04-10,-0.00739102
2014-04-11,-0.00679422
2014-04-14,-0.00558083
2014-04-15,0.003655
2014-04-16,0.00131591
2014-04-17,0.00472315
2014-04-18,-0.0022568
2014-04-21,0.00136764
2014-04-22,0.00412604
2014-04-23,-0.0014273
2014-04-24,0.00304453
2014-04-25,-0.00337715
2014-04-28,-0.00166247
2014-04-29,-0.00173256
2014-04-30,-0.00617859
2014-05-01,0.00317626
2014-05-02,-0.00224259
2014-05-05,0.00046945
2014-05-06,0.00301639
2014-05-07,0.00280469
2014-05-08,0.00394305
2014-05-09,-0.00012398
2014-05-12,-0.00181091
2014-05-13,-1.205e-05
2014-05-14,-0.0081748
2014-05-15,-0.00764199
2014-05-16,-0.0074003
2014-05-19,-0.00574867
2014-05-20,0.00290037
2014-05-21,-0.00515213
2014-05-22,-0.00193667
2014-05-23,0.00826873
2014-05-26,-0.0018485
2014-05-27,0.00495545
2014-05-28,-0.00534602
2014-05-29,-0.00087654
2014-05-30,-0.00536049
2014-06-02,-0.00167925
2014-06-03,0.00544695
2014-06-04,-0.01001619
2014-06-05,0.00325767
2014-06-06,0.00193206
2014-06-09,-0.00333323
2014-06-10,-0.00857742
2014-06-11,0.0008731
2014-06-12,-0.00297659
2014-06-13,0.00186084
2014-06-16,0.00053389
2014-06-17,0.00996578
2014-06-18,-0.00113775
2014-06-19,-0.00601214
2014-06-20,0.00154099
2014-06-23,0.00176442
2014-06-24,0.00862863
2014-06-25,0.00569951
2014-06-26,0.0026681
2014-06-27,0.00949943
2014-06-30,-0.00742352
2014-07-01,-0.00393008
2014-07-02,-0.00579407
2014-07-03,-0.00222175
2014-07-04,-0.00864998
2014-07-07,0.0047718
2014-07-08,-0.00110951
2014-07-09,-0.00931975
2014-07-10,-0.00669446
2014-07-11,0.00261541
2014-07-14,0.00616618
2014-07-15,0.01412267
2014-07-16,0.02288518
2014-07-17,0.00446319
2014-07-18,-0.00900335
2014-07-21,-0.01991037
2014-07-22,0.00329676
2014-07-23,-0.00807631
2014-07-24,-0.00387999
2014-07-25,-0.00570838
2014-07-28,-0.00097306
2014-07-29,0.01041124
2014-07-30,0.00188809
2014-07-31,-0.00104852
2014-08-01,-0.00871977
2014-08-04,-0.01445823
2014-08-05,-0.00423383
2014-08-06,-9.83e-05
2014-08-07,0.01617668
2014-08-08,0.00166225
2014-08-11,0.00956944
2014-08-12,-0.00426912
2014-08-13,-0.01038381
2014-08-14,-0.00855906
2014-08-15,-0.00633866
2014-08-18,0.01987288
2014-08-19,-0.0081362
2014-08-20,0.00901694
2014-08-21,-0.00878799
2014-08-22,0.00983058
2014-08-25,0.00428538
2014-08-26,-0.00113002
2014-08-27,1.65e-05
2014-08-28,-0.00553144
2014-08-29,0.00436445
2014-09-01,-0.00353069
2014-09-02,-0.00990197
2014-09-03,-0.01061445
2014-09-04,0.00193211
2014-09-05,0.01392876
2014-09-08,0.00185704
2014-09-09,-0.00064201
2014-09-10,0.00282172
2014-09-11,0.01111359
2014-09-12,0.0022605
2014-09-15,-0.00296923
2014-09-16,0.00922142
2014-09-17,0.00387229
2014-09-18,0.01250694
2014-09-19,0.00193064
2014-09-22,-0.00948623
2014-09-23,-0.01093508
2014-09-24,0.01462492
2014-09-25,0.0163145
2014-09-26,-0.00138923
2014-09-29,-0.00327845
2014-09-30,0.0139876
2014-10-01,-0.01038624
2014-10-02,-0.00842089
2014-10-03,0.00670893
2014-10-06,-0.00338905
2014-10-07,0.00035235
2014-10-08,-0.00106427
2014-10-09,0.00331782
2014-10-10,0.01218988
2014-10-13,0.00119215
2014-10-14,0.00583126
2014-10-15,-0.01658021
2014-10-16,-5.439e-05
2014-10-17,-0.00717393
2014-10-20,-0.01046763
2014-10-21,-0.00761471
2014-10-22,-0.00263373
2014-10-23,0.00845041
2014-10-24,-0.01123818
2014-10-27,0.00067805
2014-10-28,-0.00383436
2014-10-29,-0.00239074
2014-10-30,0.00867693
2014-10-31,0.00486928
2014-11-03,0.01125436
2014-11-04,-0.00090067
2014-11-05,-0.00525918
2014-11-06,-0.00139416
2014-11-07,0.00228168
2014-11-10,0.00172813
2014-11-11,-0.00750377
2014-11-12,0.00107012
2014-11-13,0.00203692
