date,y,transition_function
2000-01-03,-0.17367003692497263,0.009239909415548156
2000-01-04,0.9753421388183916,0.372616066355784
2000-01-05,-1.0952642074728767,0.9491181212442475
2000-01-06,-0.9669262868942353,0.03606181490978434
2000-01-07,-0.2866614069233343,0.052115074642263524
2000-01-10,-0.41805602299564676,0.29734264239917707
2000-01-11,0.7710353723871535,0.22197946013849934
2000-01-12,0.05808866116255296,0.9099566809044995
2000-01-13,0.36882975827356174,0.5434565750971945
2000-01-14,-1.5788227547199132,0.7514740245642895
2000-01-17,-0.027067102455489156,0.008693326660103739
2000-01-18,-2.268467448392653,0.4797108202498642
2000-01-19,-1.8802720103648942,0.0011065485676199707
2000-01-20,-0.3868780482204981,0.0035374126278431796
2000-01-21,-0.08863226829156627,0.23855207686333277
2000-01-24,-0.8084647981831997,0.4339146994308213
2000-01-25,-1.0058027605530384,0.08125663162328615
2000-01-26,-2.005872134037363,0.04664559233782959
2000-01-27,-0.35697494701462174,0.0024295507651601786
2000-01-28,0.2515597146376505,0.25522724476871483
2000-01-31,-0.9457185879098091,0.6801974052642955
2000-02-01,1.1125005078076968,0.05534906228451251
2000-02-02,-1.0498374716702314,0.9656931643274553
2000-02-03,-0.39529685535175135,0.04111049470644241
2000-02-04,-2.0406521379242633,0.2339947102513242
2000-02-07,-1.693740252420505,0.0021893552843580944
2000-02-08,-0.7031259298965933,0.006173965993135593
2000-02-09,-0.3523504740315723,0.10818868540164385
2000-02-10,-0.970666114268837,0.2578733348654567
2000-02-11,0.3398948259738328,0.051563619262513946
2000-02-14,-1.1343838443701233,0.7349111350341389
2000-02-15,0.5033680810643276,0.03219711655706108
2000-02-16,-0.31214030414115634,0.819076655169634
2000-02-17,-0.20945223026469778,0.28162386819564533
2000-02-18,0.2962424226521466,0.34788324649268
2000-02-21,0.3829559877448267,0.7086274555397579
2000-02-22,1.9287872709570741,0.7593040850705355
2000-02-23,-0.7682643499094893,0.9969402627743115
2000-02-24,-2.083724183770548,0.09072677989332205
2000-02-25,-1.3049368136636625,0.0019244811372951037
2000-02-28,-1.9821886265382755,0.019554330907252317
2000-02-29,-2.0451626328693653,0.0026079852994896242
2000-03-01,-2.0842212966448925,0.0021599931514644094
2000-03-02,-1.5651089836941432,0.0019216187343300333
2000-03-03,-0.01083400627997011,0.009055134514229995
2000-03-06,0.07829185236661762,0.4918752105170213
2000-03-07,-0.4370450481893778,0.5584504270896097
2000-03-08,-1.0809289515187839,0.21229695535505694
2000-03-09,-1.621863109990937,0.03758694834246612
2000-03-10,-1.758928898749753,0.007648336809481544
2000-03-13,-1.1942175543273725,0.005082853252740215
2000-03-14,-0.81543684643893,0.02704981643389019
2000-03-15,0.20793675140533396,0.07970877129088713
2000-03-16,-2.168935901439828,0.651084634638043
2000-03-17,-0.9937714600365397,0.0014910125448345602
2000-03-20,-0.07498488966383476,0.04827720166751391
2000-03-21,-2.3586088311725195,0.44399730000734206
2000-03-22,-0.7629444145810347,0.0008445797174878781
2000-03-23,-0.5278480473288657,0.09205201920052841
2000-03-24,-1.7469611415829376,0.1702941305673251
2000-03-27,-1.0840779548869661,0.00526768111699517
2000-03-28,-2.044756141480306,0.03724669947689067
2000-03-29,-1.848150473077829,0.0021626231141036643
2000-03-30,-0.9147577255971265,0.0038938656062060782
2000-03-31,0.4402690809350963,0.060410895629916216
2000-04-03,0.9054574789998029,0.7893159793368827
2000-04-04,-0.5858439889471488,0.9379858592026357
2000-04-05,-2.5650446495598613,0.1470997130540463
2000-04-06,-2.7564806499886783,0.0004548290694131147
2000-04-07,-1.937839131882421,0.00025616260345213423
2000-04-10,-0.7898596890523976,0.0029780104098166863
2000-04-11,-0.425027418922172,0.08552205402116411
2000-04-12,-1.309104885492304,0.2183884949568982
2000-04-13,-1.4200705143759946,0.019316035288742525
2000-04-14,-2.2334704042795117,0.013922735754839027
2000-04-17,-1.85465444227887,0.0012288938018424024
2000-04-18,-3.3166438151463655,0.003818912624617731
2000-04-19,-2.764676129549671,4.772862786529548e-05
2000-04-20,-1.4452302355485962,0.0002499428258853093
2000-04-21,-2.2653373436059923,0.012923620904998094
2000-04-24,-0.684584275526986,0.0011169766852235175
2000-04-25,-2.959295531355771,0.11367372791983833
2000-04-26,-1.7485138833335627,0.00013941910423143138
2000-04-27,-2.635700317475526,0.005243328496859566
2000-04-28,-2.4616997424984817,0.0003679847705891989
2000-05-01,-1.6898600161688317,0.0006200444033359529
2000-05-02,-0.7158198920664764,0.006245803761397197
2000-05-03,-2.296062804886855,0.10456884548602988
2000-05-04,-1.633998508306523,0.0010187206999489353
2000-05-05,-3.096588506768953,0.007376914747587288
2000-05-08,-2.36677112476955,9.235618493851495e-05
2000-05-09,-2.205143323480159,0.0008241665862515857
2000-05-10,-1.4487606517577842,0.0013377467466010476
2000-05-11,-2.2083541294234452,0.012789207235528925
2000-05-12,-2.12214971164547,0.0013249398634589038
2000-05-15,-2.9099187290812103,0.001715302361001492
2000-05-16,-2.337878945845737,0.00016167573313051855
2000-05-17,-1.1453086831738069,0.0008987227543968899
2000-05-18,-0.33146750109556145,0.031191357810335392
2000-05-19,-0.3815982682294006,0.27004337835857595
2000-05-22,0.9144290638196665,0.2414411170953419
2000-05-23,0.11897011162498888,0.9395331141799871
2000-05-24,1.2100953637155545,0.588292308038879
2000-05-25,-0.21154187478929304,0.9741759596923159
2000-05-26,-0.3962949636710399,0.3464624326847615
2000-05-29,0.2717361389255419,0.23345843144525344
2000-05-30,1.1157826598901504,0.6932182744185407
2000-05-31,-0.7338637532470216,0.9660178846040682
2000-06-01,-0.1629638866836398,0.09960768445390726
2000-06-02,-0.8565683527697824,0.3801546989599289
2000-06-05,0.43755605175839674,0.07111378446939653
2000-06-06,-0.7592708779562759,0.7879592922935387
2000-06-07,-2.455010263875103,0.09297725497981929
2000-06-08,-1.1257670958530506,0.0006326054718974257
2000-06-09,-2.2361336759665127,0.03301243626996018
2000-06-12,-0.44427430408672586,0.0012191262103762898
2000-06-13,-0.9192716835006562,0.20869280578946434
2000-06-14,-1.976357926662534,0.059646799889704935
2000-06-15,-2.582270726917047,0.0026538836290658746
2000-06-16,-1.4429844457748686,0.00043193121571646973
2000-06-19,-1.6775052862656374,0.01300984947940607
2000-06-20,-0.6563839375200321,0.006480114748736209
2000-06-21,-1.491922557505349,0.12248001968939717
2000-06-22,-0.3137497595582589,0.011253401142295383
2000-06-23,-0.015245358216157745,0.28064806319864866
2000-06-26,0.09613659099400268,0.4885679740501348
2000-06-27,3.364978928646584,0.5716067745327075
2000-06-28,-3.0298425923651164,0.9999587136273776
2000-06-29,-1.60803138091847,0.00011282861047804866
2000-06-30,-2.8663413187401297,0.00796980007297561
2000-07-03,-2.706914531073226,0.00018425162178968367
2000-07-04,-3.268952801840233,0.00029721913690377016
2000-07-05,-3.2220214163619856,5.506955823543959e-05
2000-07-06,-2.5361377097413382,6.339486801306946e-05
2000-07-07,-3.299482155032411,0.000496012581883321
2000-07-10,-2.0778036671994204,5.025016554888387e-05
2000-07-11,-2.59518796257195,0.0019589007136424853
2000-07-12,-1.2307330738847095,0.0004155201312421512
2000-07-13,-1.6314801219071629,0.024311373441116977
2000-07-14,-1.4987346716073946,0.007432443776008997
2000-07-17,-1.1701970310950047,0.011028267338424848
2000-07-18,-1.0955918605844117,0.029012379710932644
2000-07-19,0.169414377572897,0.03602766148389834
2000-07-20,3.0168252083856455,0.6243945335458281
2000-07-21,-1.5132067948263672,0.9998826785498731
2000-07-24,-1.7953493772050428,0.010564655436993756
2000-07-25,-1.391084465717243,0.004559156218032415
2000-07-26,-0.6485898922286897,0.0151684440451651
2000-07-27,-0.942786135932492,0.12501536497474372
2000-07-28,1.9198926253713389,0.05581084020430767
2000-07-31,-2.0705405625582967,0.9968577778723513
2000-08-01,-1.3196932701920052,0.0020019658420872308
2000-08-02,-2.271807065666276,0.01872340896491625
2000-08-03,-0.938396971989683,0.0010955296574938966
2000-08-04,0.9018788622520763,0.056508786329112506
2000-08-07,-0.8726247141969246,0.9373584278591522
2000-08-08,-0.3745352304601284,0.06799689254526387
2000-08-09,-0.8374981233850296,0.24534307749387468
2000-08-10,0.9983269426388077,0.07498690678417268
2000-08-11,0.2042318654000181,0.9523468616265193
2000-08-14,0.05157206648392526,0.6485554585256534
2000-08-15,-0.17780699790660828,0.5386020787395733
2000-08-16,0.7858407256410378,0.3697193496162837
2000-08-17,-0.8353905652691169,0.9135302759925683
2000-08-18,-0.4463761218400694,0.07542665217684132
2000-08-21,-1.8123979136693826,0.20765343507490572
2000-08-22,-1.5041962178412258,0.004332823036526221
2000-08-23,-0.6511515744847682,0.010850990150555266
2000-08-24,-1.5093904875072086,0.12417714411476985
2000-08-25,-0.3651627882291836,0.010685004578834745
2000-08-28,-1.2273193047042865,0.25058619307528945
2000-08-29,-1.8725619800395268,0.02455548775297242
2000-08-30,-2.1502545761999676,0.0036198872681194325
2000-08-31,-1.1908922363972962,0.0015768252349836096
2000-09-01,-0.961506038985874,0.02731360723278169
2000-09-04,0.6610441097334836,0.05292421574305771
2000-09-05,-3.0642832125354937,0.8790146743402635
2000-09-06,-2.8442742670377417,0.00010175410434743999
2000-09-07,-0.8505436927894756,0.0001968596184172157
2000-09-08,-1.3186016338837923,0.0723169844566074
2000-09-11,0.47480235981696817,0.01878367328313189
2000-09-12,-0.3678259957776044,0.8060283778656115
2000-09-13,2.5582670153454257,0.24908879171434187
2000-09-14,-3.431296525932785,0.9995358326121813
2000-09-15,-1.426823414981594,3.383809170669047e-05
2000-09-18,0.46959860791836205,0.013647327645508741
2000-09-19,1.17506506283309,0.8035759439523856
2000-09-20,-2.064598402445296,0.9713962096307079
2000-09-21,-0.5128873869878154,0.0020379004604796948
2000-09-22,-2.545842704792599,0.17672984137294104
2000-09-25,-1.8540143531948503,0.0004817862453190269
2000-09-26,-0.12826765844833066,0.0038262249170192375
2000-09-27,0.9615632189734783,0.40496900210045317
2000-09-28,0.17506829552658199,0.9470843817368316
2000-09-29,0.6658455278177294,0.62836403521564
2000-10-02,0.478185462548016,0.8805381923224594
2000-10-03,-1.5406466419105327,0.807610261147199
2000-10-04,-3.057406171872443,0.009737940898033539
2000-10-05,-2.3593986961698676,0.00010387499052508684
2000-10-06,-1.942354189388196,0.0008425824591704128
2000-10-09,-2.0112743824634784,0.002938062421605592
2000-10-10,-1.7375059432033158,0.0023905863801594964
2000-10-11,-0.8924935879946918,0.005418420196446754
2000-10-12,-0.8421621398903628,0.06431531484659858
2000-10-13,-1.5568230678625348,0.07402211722710342
2000-10-16,-1.0228186328910223,0.009280930477465974
2000-10-17,-0.8114180632912109,0.04442733407238564
2000-10-18,-0.9572573557723711,0.08059766161543999
2000-10-19,-0.4051859895513703,0.05356674179199858
2000-10-20,-1.0388462070884381,0.2287191101484481
2000-10-23,-0.6149393369855514,0.04243018466042532
2000-10-24,-0.04925190425356729,0.13648247071358655
2000-10-25,0.24314634333982843,0.46312812887212657
2000-10-26,-0.1413668228581765,0.674682159512125
2000-10-27,-0.04116296648935655,0.39553596157187854
2000-10-30,0.4857667143871734,0.4691669475854277
2000-10-31,1.7578365130297864,0.8111193913634942
2000-11-01,0.38910537418699387,0.9949005471966788
2000-11-02,-0.744997957567648,0.7626595496951789
2000-11-03,-0.4564607204037271,0.09665174591571406
2000-11-06,-2.766192684088383,0.2027196859230264
2000-11-07,-2.791333750771714,0.0002488085353151952
2000-11-08,-2.519447123141997,0.000230737001904873
2000-11-09,-1.466381143417835,0.0005214678297908163
2000-11-10,-0.9288120790121326,0.012138702124225683
2000-11-13,0.5931810811451527,0.058061552239107056
2000-11-14,-0.06206317625491696,0.8556404565641696
2000-11-15,0.5068111872883823,0.4535866230046171
2000-11-16,-1.4336337574155549,0.8206023159084745
2000-11-17,-1.3702730097269313,0.013375019305919536
2000-11-20,-1.7571082342528141,0.01612990245142987
2000-11-21,-0.4460615802431668,0.005110549451807765
2000-11-22,-1.491861656980977,0.20780873578175293
2000-11-23,-2.6622655036673697,0.011255434200771495
2000-11-24,-3.304546738804442,0.00033980576788530183
2000-11-27,-2.778124774756966,4.9492485394627385e-05
2000-11-28,-2.760091471232418,0.0002400617406900262
2000-11-29,-1.6308698854917802,0.0002534034059373139
2000-11-30,0.9680627295216113,0.0074459614747202215
2000-12-01,-0.6805989975223742,0.948053086122912
2000-12-04,-1.6838892190048216,0.11488387733282505
2000-12-05,-1.294052125296519,0.006357971326572292
2000-12-06,-0.281945798639037,0.020190294108531997
2000-12-07,1.6972799078558087,0.3003067870945194
2000-12-08,-1.3909202336096942,0.993890849873077
2000-12-11,1.0442272717591736,0.015175805879768809
2000-12-12,-0.2007000863086097,0.9582208877427115
2000-12-13,-0.3462690475078044,0.3538633347571604
2000-12-14,0.07705112684362708,0.2613802221385003
2000-12-15,0.06012100128208048,0.5575324009180924
2000-12-18,0.05199223755165913,0.544968910736159
2000-12-19,-1.4263527025307183,0.538915313440847
2000-12-20,-1.7589155368882206,0.01366634959774584
2000-12-21,-3.012712825007987,0.00508305597027897
2000-12-22,-2.552746788298889,0.00011877765478845023
2000-12-25,-2.6857434025889297,0.00047191466135245385
2000-12-26,-1.4745909869640577,0.00031670273748888087
2000-12-27,-1.2863273082309483,0.011846881906174148
2000-12-28,-2.0786531493903455,0.02065388009241666
2000-12-29,-2.304477504244776,0.0019539246574246426
2001-01-01,-2.094015800291,0.0009933511236702123
2001-01-02,-2.234835716877775,0.0018660801505950581
2001-01-03,-0.5372463452414573,0.001223876771360297
2001-01-04,-1.2991465615559978,0.1663473113092881
2001-01-05,-2.052272573056585,0.019890156593752876
2001-01-08,-1.7090334398023703,0.0021145051551665177
2001-01-09,-2.539021383610463,0.005898739909142312
2001-01-10,-1.885275694245753,0.0004917421747187055
2001-01-11,-1.916187291149661,0.0034848925698399073
2001-01-12,-1.5322877682999394,0.003177234337118254
2001-01-15,-1.430203227545175,0.009982754534869862
2001-01-16,-0.7830911756339607,0.013511510805885722
2001-01-17,-1.0689005425336995,0.08712353371465213
2001-01-18,-0.49843760061425146,0.0389143060964044
2001-01-19,-1.0045657144617497,0.18312564365241268
2001-01-22,-1.7507907970470067,0.04681090378464152
2001-01-23,-1.1955944730272843,0.005207820610202274
2001-01-24,0.05110817624638786,0.026941314810795976
2001-01-25,-0.722316079870009,0.5382562162940666
2001-01-26,-1.19224935188843,0.10275806131396892
2001-01-29,-1.810059216194868,0.027205649344542653
2001-01-30,-1.499275790796857,0.004363196310730863
2001-01-31,-2.0736648070460673,0.011010576001117139
2001-02-01,-1.6732476485068775,0.0019833266513091326
2001-02-02,-1.718712490142604,0.006562868864638944
2001-02-05,-0.3803933556317689,0.005730887677851618
2001-02-06,0.2883809084192267,0.24210376518135748
2001-02-07,-0.44507539631524173,0.7037339960049398
2001-02-08,0.09095321295588712,0.20829620623955752
2001-02-09,0.9178407668930738,0.5677948069921275
2001-02-12,0.9451167161026495,0.9401119681749764
2001-02-13,1.1046044967938575,0.9445564542995663
2001-02-14,-1.232901585925219,0.9648996664606501
2001-02-15,-0.5561146561935879,0.024157536581398565
2001-02-16,-0.32100593131286276,0.15864509573449434
2001-02-19,1.7440567203234543,0.2762743892744899
2001-02-20,0.5143055439366667,0.9946864645921153
2001-02-21,-0.8158597890458308,0.8238883177249656
2001-02-22,-0.9976128331313721,0.079615745687846
2001-02-23,-1.230874443376944,0.047750456476496436
2001-02-26,-1.9829246341780231,0.0243013154771356
2001-02-27,-1.64157641161043,0.002602248129430944
2001-02-28,-2.1410857645751307,0.0072122979089572145
2001-03-01,-3.108964285752889,0.0016207288275588935
2001-03-02,-3.087869054866532,8.89904184727642e-05
2001-03-05,-3.1443106681478943,9.48037139476508e-05
2001-03-06,-4.677316720533019,8.003775913890098e-05
2001-03-07,-5.072115618192577,8.053805269110996e-07
2001-03-08,-4.518625988018194,2.4639076123729176e-07
2001-03-09,-4.687050457413465,1.2964519933870627e-06
2001-03-12,-2.511505988628138,7.82202518830243e-07
2001-03-13,-1.0039476040233277,0.0005340334171933817
2001-03-14,-1.544209764503442,0.04689371295207466
2001-03-15,-0.573894855129925,0.009635400461227715
2001-03-16,-0.3203512226713306,0.15165430822451603
2001-03-19,-2.3355247115735467,0.276667282589231
2001-03-20,-2.47495418138539,0.0009050868686360416
2001-03-21,-1.0778440865991712,0.00059588753444417
2001-03-22,-0.9408446977924727,0.03792316203185244
2001-03-23,-1.0084913136834928,0.05611855343481443
2001-03-26,0.04306318748843896,0.046288222925818974
2001-03-27,0.6464716028280525,0.5322525453272037
2001-03-28,0.39849580609905083,0.8742878399831372
2001-03-29,-1.0564540262805535,0.7677210477462341
2001-03-30,-1.0165899337427127,0.04033510095072966
2001-04-02,-1.1512832143044351,0.045227412861671645
2001-04-03,-1.6035907919019674,0.030654261927282236
2001-04-04,-3.1601288710482804,0.008075819080908835
2001-04-05,-3.357807377004807,7.632859306045688e-05
2001-04-06,-2.7889999955657654,4.2184221028324266e-05
2001-04-09,-5.037505922323263,0.00023235774458509555
2001-04-10,-2.024451474968975,2.7334857073503904e-07
2001-04-11,-0.9553853876507774,0.0022981399293489128
2001-04-12,0.286697394276889,0.05385216808816026
2001-04-13,1.4822994478334823,0.7026799136201299
2001-04-16,-0.5219654700457407,0.9884208024106336
2001-04-17,-1.2747153802419326,0.17280217802538114
2001-04-18,1.0054575449764425,0.02137040623185076
2001-04-19,-1.0779993632241827,0.9533083310493051
2001-04-20,1.1054371000624985,0.03790616988866449
2001-04-23,0.8161311450066945,0.9649841648667152
2001-04-24,-1.0670232749271649,0.9204438864178043
2001-04-25,0.16619943114450775,0.03912548324018466
2001-04-26,-0.7484589540194508,0.6221298684563035
2001-04-27,-0.012021283296141272,0.09574899398435315
2001-04-30,-0.5186009293561176,0.49098501458183763
2001-05-01,0.19582262410759244,0.17424974482557223
2001-05-02,-0.9769634750125569,0.6427839473504794
2001-05-03,-1.6610505411314858,0.050647494090395824
2001-05-04,-0.5450245952637909,0.006805795949054727
2001-05-07,-2.632484315860103,0.16313648843446463
2001-05-08,-2.037181013540102,0.0003715509458903857
2001-05-09,-3.3518642950876387,0.0022122222770110406
2001-05-10,-3.4972268630454435,4.294304611201057e-05
2001-05-11,-5.363873416587527,2.7765721011655883e-05
2001-05-14,-4.894940220326477,1.0268288827479555e-07
2001-05-15,-3.6887165942940725,4.192405066201552e-07
2001-05-16,-3.954579966997505,1.563239154379533e-05
2001-05-17,-3.1458954968182615,7.041094422664916e-06
2001-05-18,-1.8263049883195444,7.965815417403469e-05
2001-05-21,-2.1596008017358077,0.004156507358622524
2001-05-22,-2.446105002319717,0.0015332940623897482
2001-05-23,-2.4883851208065737,0.0006497226744597797
2001-05-24,-2.710018571104265,0.0005723682989034654
2001-05-25,-2.7111533193080994,0.0002944650546837283
2001-05-28,-3.160626842522055,0.00029346462161170727
2001-05-29,-1.6111710730350293,7.62146584905972e-05
2001-05-30,-1.7980828077421727,0.007895674277592895
2001-05-31,-1.9459667668275995,0.004522091052580713
2001-06-01,-1.9815826229723073,0.0029064844614578524
2001-06-04,-1.3898976005504617,0.0026127185581172755
2001-06-05,0.7631700790587526,0.015221725433719411
2001-06-06,-0.7844364639211764,0.9080045472332929
2001-06-07,-0.8212458234501672,0.08680308358479362
2001-06-08,-1.293379714743705,0.07843974081788478
2001-06-11,-1.3959734454882708,0.02023023893714601
2001-06-12,-0.6053990923931878,0.014950894882048895
2001-06-13,-0.19916404510957214,0.13989079548798308
2001-06-14,-0.454879698628354,0.35491766305048195
2001-06-15,-0.3769723478411989,0.20348736208053197
2001-06-18,-0.10589793974133038,0.24399190347953742
2001-06-19,-0.6332309533580879,0.4212378843645755
2001-06-20,-1.5522146324372408,0.13014324048887493
2001-06-21,-1.4354795781946572,0.009408917601559062
2001-06-22,-0.6789303195841507,0.013302142807363363
2001-06-25,-1.8856902479933542,0.11539390095666985
2001-06-26,-0.3166720495590183,0.0034805763134598045
2001-06-27,0.1792740900484362,0.27888157435932776
2001-06-28,-0.3124626234765936,0.6313056770085335
2001-06-29,0.9044790702198204,0.28142828243319196
2001-07-02,-0.23118686560008447,0.9378149021630396
2001-07-03,-0.04531550567665909,0.33324146938869215
2001-07-04,-0.20128865158863216,0.46606561771594873
2001-07-05,-1.4915326295276008,0.3534597231148946
2001-07-06,-1.6571887640640917,0.011266424494163646
2001-07-09,-2.961893723799081,0.006884555868838459
2001-07-10,-1.2246788072967716,0.000138336765241891
2001-07-11,-0.16121017212756505,0.02474594372546083
2001-07-12,1.0029584026924414,0.3813951989194884
2001-07-13,0.960911685453294,0.9529734724091952
2001-07-16,0.04131037973594731,0.9469863401992693
2001-07-17,-1.1853067368723322,0.5309431904187197
2001-07-18,0.23096174554656268,0.02776233039356764
2001-07-19,0.26536178512668696,0.6666084543655493
2001-07-20,0.34178100525964816,0.6891364785472149
2001-07-23,1.456139616262084,0.7360120467098864
2001-07-24,0.4874723740995198,0.9874872918620355
2001-07-25,-0.1620298014517061,0.8119020889858014
2001-07-26,-0.673898170359926,0.3808152357768206
