date,y,true_regime
2000-03-31,1.198370238187227,1
2000-06-30,1.5793971003207548,2
2000-09-30,0.6501986463151113,2
2000-12-31,-1.0664540498713246,2
2001-03-31,0.07856907425080051,1
2001-06-30,3.2054330864253657,2
2001-09-30,-0.3202184504308113,2
2001-12-31,-1.3235774981984458,1
2002-03-31,-0.12133227095247068,1
2002-06-30,0.009362034907341096,1
2002-09-30,0.37128741973887647,2
2002-12-31,0.9095419487161651,2
2003-03-31,-1.7974675383997911,2
2003-06-30,-0.11375053431841808,1
2003-09-30,0.4001859652696295,1
2003-12-31,2.2134353199195167,2
2004-03-31,-2.377811554878601,2
2004-06-30,-1.378254188154994,1
2004-09-30,0.1811703089379476,1
2004-12-31,0.7519176894501031,2
2005-03-31,-0.9812657836907203,2
2005-06-30,-0.06272795816165455,1
2005-09-30,0.26008097197138985,1
2005-12-31,-0.4443944717012352,2
2006-03-31,-0.015660384245663544,1
2006-06-30,1.5760903787649874,1
2006-09-30,0.48775264473140395,2
2006-12-31,0.44347372145376407,2
2007-03-31,1.6406491273145782,2
2007-06-30,-2.2530431559433337,2
2007-09-30,-1.3813334523742726,1
2007-12-31,-0.3143488862051826,1
2008-03-31,0.21225494302685463,1
2008-06-30,-0.7856770879561054,2
2008-09-30,-0.32164846425857074,1
2008-12-31,-0.906317151727172,1
2009-03-31,-1.1996345400789772,1
2009-06-30,-0.012143482844068187,1
2009-09-30,0.13060953357795121,1
2009-12-31,-1.6045822001729453,2
2010-03-31,-0.6407226833062784,1
2010-06-30,-0.1695376077219052,1
2010-09-30,0.23293850531839883,1
2010-12-31,-0.8537284292806754,2
2011-03-31,-1.0778787943459096,1
2011-06-30,-1.4887621231925368,1
2011-09-30,-0.09379622654731157,1
2011-12-31,1.7849834784854681,1
2012-03-31,-1.2485503617934337,2
2012-06-30,0.35687470132991084,1
2012-09-30,-0.051107882096483315,2
2012-12-31,-0.25311333422851906,1
2013-03-31,0.4935282352757897,1
2013-06-30,0.16308008050505823,2
2013-09-30,3.2640889165491638,2
2013-12-31,-1.3460562208637257,2
2014-03-31,0.2434000307971046,1
2014-06-30,0.30938648290948034,2
2014-09-30,-2.148908603825641,2
2014-12-31,-0.9195847386174008,1
2015-03-31,-0.6427705050059196,1
2015-06-30,-0.9726655007369007,1
2015-09-30,-2.153961349430114,1
2015-12-31,-0.14002844179955565,1
2016-03-31,0.8116826626078832,1
2016-06-30,-0.43810407364800574,2
2016-09-30,0.4402608148596314,1
2016-12-31,1.4190979882841999,2
2017-03-31,-1.1463085626243592,2
2017-06-30,1.582755598947624,1
2017-09-30,-2.8885811827696175,2
2017-12-31,-2.2076633355118225,1
2018-03-31,-1.0549213696695225,1
2018-06-30,-0.5969692435764019,1
2018-09-30,-0.7237130509881191,1
2018-12-31,-1.1222620627256092,1
2019-03-31,0.5152534078964639,1
2019-06-30,-2.564845005740569,2
2019-09-30,-1.7888179729585634,1
2019-12-31,-1.058325414280892,1
2020-03-31,-0.14526139034338603,1
2020-06-30,1.0791070945456644,1
2020-09-30,-0.5862896240930064,2
2020-12-31,-0.8830106702127625,1
2021-03-31,-0.49118013230689483,1
2021-06-30,-0.31621023497125966,1
2021-09-30,-0.2769222374477329,1
2021-12-31,1.2562592305132194,1
2022-03-31,-0.4189054405925991,2
2022-06-30,0.024171823466986903,1
2022-09-30,-0.28989435479467013,2
2022-12-31,-0.3975986116166681,1
2023-03-31,1.068865603911052,1
2023-06-30,-1.634359813796848,2
2023-09-30,-1.6732964934626469,1
2023-12-31,-0.24761343373996536,1
2024-03-31,1.2574259919827964,1
2024-06-30,-0.37368039161540995,2
2024-09-30,1.5089412355434442,1
2024-12-31,0.5907829537090012,2
2025-03-31,-0.8672130753052577,2
2025-06-30,-0.025804562732066938,1
2025-09-30,0.8468781242505344,1
2025-12-31,0.8198584086348638,2
2026-03-31,-0.5041274056768118,2
2026-06-30,-1.22421879042885,1
2026-09-30,0.2119992671304417,1
2026-12-31,-0.6800863890630618,2
2027-03-31,0.01721020570620252,1
2027-06-30,0.5406485191777475,2
2027-09-30,-3.418247253185161,2
2027-12-31,-2.1736046324211076,1
2028-03-31,0.1741991238170595,1
2028-06-30,-0.7888117977125653,2
2028-09-30,-0.161384879746804,1
2028-12-31,0.031729241463875804,1
2029-03-31,-1.3929415685453046,2
2029-06-30,-1.2727003899973317,1
2029-09-30,-1.2494000535767715,1
2029-12-31,0.11470402295859972,1
2030-03-31,-1.4853573137843026,2
2030-06-30,-1.180272891281792,1
2030-09-30,0.7405533131942907,1
2030-12-31,-0.7341993321365753,2
2031-03-31,-1.550462357611525,1
2031-06-30,-0.27033523213856214,1
2031-09-30,0.9116763433721146,1
2031-12-31,0.5700330910833576,2
2032-03-31,0.27797359517083986,2
2032-06-30,1.6012093655048405,2
2032-09-30,-3.473093940553102,2
2032-12-31,-2.284471313613283,1
2033-03-31,-1.6772442687290314,1
2033-06-30,-0.11288612297287282,1
2033-09-30,-0.012850790124162653,1
2033-12-31,-0.5372190458753795,1
2034-03-31,-0.06426853083387649,1
2034-06-30,1.7110535388821386,1
2034-09-30,0.46912818911314513,2
2034-12-31,2.6503122580489786,2
2035-03-31,0.6615264144240017,2
2035-06-30,-0.4242389353569162,2
2035-09-30,0.09530401032496424,1
2035-12-31,1.2868880230943764,2
2036-03-31,-1.179299122153385,2
2036-06-30,0.15790305236096625,1
2036-09-30,-2.2043866768085474,2
2036-12-31,-0.6241808524697854,1
2037-03-31,-1.0341279704334359,1
2037-06-30,-0.2880214916725362,1
2037-09-30,1.8241563551435411,1
2037-12-31,0.3442159040820938,2
2038-03-31,0.6305953716914432,2
2038-06-30,-0.44451752516449594,2
2038-09-30,0.6010352347374305,1
2038-12-31,-0.6518145898424562,2
2039-03-31,-0.5770304964573842,1
2039-06-30,-0.9910643129943433,1
2039-09-30,0.7666626894084677,1
2039-12-31,-0.48459566111373625,2
2040-03-31,-0.0864498521668639,1
2040-06-30,1.529629635739269,1
2040-09-30,0.673151306975366,2
2040-12-31,-0.034418555008836615,2
2041-03-31,-0.29080259895165106,1
2041-06-30,0.153323320305516,1
2041-09-30,1.018531737800053,2
2041-12-31,-1.8795632434567193,2
2042-03-31,-1.644483016109123,1
2042-06-30,-0.7030430959356229,1
2042-09-30,-0.015974588783247312,1
2042-12-31,0.43520270615635587,1
2043-03-31,-0.46888717226225923,2
2043-06-30,0.5698077940533316,1
2043-09-30,0.5695510066793305,2
2043-12-31,-0.7631493748312684,2
2044-03-31,-0.4880489849735442,1
2044-06-30,-0.20457743928450917,1
2044-09-30,-1.3145844738154684,1
2044-12-31,-0.40778915527850157,1
2045-03-31,0.5579490359896178,1
2045-06-30,0.17787964902577852,2
2045-09-30,-2.01982793437883,2
2045-12-31,-1.2432809513220442,1
2046-03-31,0.8218350534284751,1
2046-06-30,3.2532009495399414,2
2046-09-30,-2.093224232459491,2
2046-12-31,-0.25943132253556,1
2047-03-31,-0.15332662615097153,1
2047-06-30,0.5198618988730795,1
2047-09-30,-0.1960807454008093,2
2047-12-31,0.3129331675598064,1
2048-03-31,-1.8014489579750743,2
2048-06-30,-2.241612761338975,1
2048-09-30,-0.9959745582732679,1
2048-12-31,-0.26573444199669566,1
2049-03-31,0.1449543320408688,1
2049-06-30,-0.8336270692842622,2
2049-09-30,-1.2414886845974449,1
2049-12-31,-0.13927406038606954,1
2050-03-31,-1.360315332072174,1
2050-06-30,0.19114468068244894,1
2050-09-30,-0.5637539028247525,2
2050-12-31,-0.8741811074963702,1
2051-03-31,-1.424119237737838,1
2051-06-30,-0.26083937015962155,1
2051-09-30,-1.062000747828663,1
2051-12-31,0.08900665457966894,1
2052-03-31,1.0429729131408405,2
2052-06-30,-1.4109941135899835,2
2052-09-30,-1.2468915171378407,1
2052-12-31,-0.41691694102630017,1
2053-03-31,0.5762256989154557,1
2053-06-30,-1.673898532691614,2
2053-09-30,-2.531793967319326,1
2053-12-31,-2.0687935220893863,1
2054-03-31,-0.7683259959638558,1
2054-06-30,-0.5831024499460077,1
2054-09-30,0.30022351924939666,1
2054-12-31,0.662591110055429,2
2055-03-31,1.095416159209416,2
2055-06-30,-0.6047160920249989,2
2055-09-30,-0.4873877551296909,1
2055-12-31,-0.7868137374852382,1
2056-03-31,-0.17336032593373515,1
2056-06-30,-1.14694690072548,1
2056-09-30,-1.5647159863538853,1
2056-12-31,-1.207842398066667,1
2057-03-31,0.5573102623069801,1
2057-06-30,-0.22686587213267215,2
2057-09-30,-0.9498688178299014,1
2057-12-31,-0.18402677459927158,1
2058-03-31,0.43506500608360643,1
2058-06-30,0.7454137133945733,2
2058-09-30,-0.5103660983000128,2
2058-12-31,0.23472834663996867,1
2059-03-31,2.1052829777392112,2
2059-06-30,-0.4010836498563491,2
2059-09-30,1.0063059204742122,1
2059-12-31,0.33385279643883853,2
2060-03-31,-0.25675813116120183,2
2060-06-30,-0.34465872103336626,1
2060-09-30,-0.27681232628863844,1
2060-12-31,-1.5420970911976977,1
2061-03-31,-0.24612847245822234,1
2061-06-30,0.030133143173342758,1
2061-09-30,1.061536779963497,2
2061-12-31,-0.6246893235140598,2
2062-03-31,0.2908869002433999,1
2062-06-30,-0.4527288140011855,2
2062-09-30,0.20466220216121944,1
2062-12-31,-0.6387878922184713,2
2063-03-31,-1.8256073323674373,1
2063-06-30,-1.8795044787594486,1
2063-09-30,-1.788498253994744,1
2063-12-31,-1.130445337141643,1
2064-03-31,0.06062120522879155,1
2064-06-30,-2.1426027309032523,2
2064-09-30,-1.416744329362793,1
2064-12-31,-0.7087622190454569,1
2065-03-31,-0.7386924647288173,1
2065-06-30,-0.2146129521263591,1
2065-09-30,0.05455932237358807,1
2065-12-31,-0.8394347069787954,2
2066-03-31,0.17000345765746244,1
2066-06-30,-1.7823880515036368,2
2066-09-30,0.1094787701908172,1
2066-12-31,-0.4303700433327096,2
2067-03-31,-0.6480607700753103,1
2067-06-30,-1.513171260606733,1
2067-09-30,-0.3289601598335639,1
2067-12-31,2.1319063870156483,1
2068-03-31,-1.846302001001148,2
2068-06-30,-0.5455483600468681,1
2068-09-30,-1.0095750555293304,1
2068-12-31,-0.5534460187646295,1
2069-03-31,-0.8301820470086793,1
2069-06-30,0.11172067526698098,1
2069-09-30,1.851813135089762,2
2069-12-31,-0.8721357693929523,2
2070-03-31,0.8877990442331326,1
2070-06-30,0.25732388725547506,2
2070-09-30,0.28387895788275797,2
2070-12-31,-3.733093032334784,2
2071-03-31,-2.6755441925966053,1
2071-06-30,-1.4338971238136766,1
2071-09-30,0.4147991184428059,1
2071-12-31,1.5013555534134244,2
2072-03-31,-0.29569149384949084,2
2072-06-30,-0.3128243058030735,1
2072-09-30,-0.5648158396616041,1
2072-12-31,-0.24513886372652088,1
2073-03-31,-0.0002081741358790079,1
2073-06-30,-0.21977219613724364,1
2073-09-30,0.8139381983327753,1
2073-12-31,-2.480935156432474,2
2074-03-31,-1.0735530743048882,1
2074-06-30,-0.4262640741888778,1
2074-09-30,-0.18037642020041783,1
2074-12-31,-0.013168467845078843,1
2075-03-31,0.34815900130791283,1
2075-06-30,-2.173812787120292,2
2075-09-30,-1.309043771544017,1
2075-12-31,-1.0774318728625705,1
2076-03-31,-0.6249749382368766,1
2076-06-30,-1.0452348315530502,1
2076-09-30,-1.8874730182640937,1
2076-12-31,-1.000422067736158,1
2077-03-31,-0.4849261951235605,1
2077-06-30,-1.2423081447754418,1
2077-09-30,-0.9937433898095478,1
2077-12-31,-0.5171073149641077,1
2078-03-31,-0.3854100498171461,1
2078-06-30,-0.4450011684031491,1
2078-09-30,-1.136690826605639,1
2078-12-31,-0.6256299814864761,1
2079-03-31,-0.16747365774790926,1
2079-06-30,0.5839498588466048,1
2079-09-30,-0.641387166744188,2
2079-12-31,0.3681148802972803,1
2080-03-31,0.6947573701635759,2
2080-06-30,0.29530420911026783,2
2080-09-30,1.4282276117491395,2
2080-12-31,-1.0133102610700733,2
2081-03-31,-0.7152907434851793,1
2081-06-30,-0.7838039203863764,1
2081-09-30,-1.432867369527805,1
2081-12-31,-0.3156377675014685,1
2082-03-31,-0.45813285907459333,1
2082-06-30,0.24744218472614893,1
2082-09-30,-1.10778429924602,2
2082-12-31,-2.219874747734364,1
2083-03-31,-1.746927812459812,1
2083-06-30,-1.164917963833969,1
2083-09-30,0.02450793312713473,1
2083-12-31,0.1991883467500721,2
2084-03-31,0.6722768827646408,2
2084-06-30,1.997778158869124,2
2084-09-30,0.6513716392955672,2
2084-12-31,-1.9534979812528757,2
2085-03-31,-0.8009266989081779,1
2085-06-30,0.9155882249468408,1
2085-09-30,0.45855347793558726,2
2085-12-31,-1.1639594765795485,2
2086-03-31,-0.25337220152587425,1
2086-06-30,0.481364269728587,1
2086-09-30,-1.9702355156657934,2
2086-12-31,0.4603068025186954,1
2087-03-31,0.5502843959790606,2
2087-06-30,0.07130117269580094,2
2087-09-30,-0.0828594049709602,2
2087-12-31,-0.9659061765454987,1
2088-03-31,-0.413093849422088,1
2088-06-30,-0.25397041579835444,1
2088-09-30,-0.3343481345463487,1
2088-12-31,-1.0596370734423957,1
2089-03-31,-0.06558253585121959,1
2089-06-30,-0.4136795373961335,1
2089-09-30,-0.4612557505099415,1
2089-12-31,-0.2954189500063856,1
2090-03-31,-0.911991709777636,1
2090-06-30,-0.443514538971978,1
2090-09-30,-0.864201487318335,1
2090-12-31,-0.21133720742662956,1
2091-03-31,1.2108199345349784,1
2091-06-30,-2.2836769279139837,2
2091-09-30,-0.4914446376477123,1
2091-12-31,-0.9087438834741122,1
2092-03-31,-0.06537789244189185,1
2092-06-30,-0.8498410676612838,1
2092-09-30,-0.5649127270043609,1
2092-12-31,-1.4842186604398773,1
2093-03-31,-1.04304788056816,1
2093-06-30,-0.7986875142804148,1
2093-09-30,-0.7407039543349325,1
2093-12-31,-0.8655351289342165,1
2094-03-31,-1.474072471624499,1
2094-06-30,0.5015794990725846,1
2094-09-30,1.1058228043549274,2
2094-12-31,-1.0629853014854986,2
2095-03-31,-1.0417600800922613,1
2095-06-30,-0.633315793727112,1
2095-09-30,-0.17187056968050005,1
2095-12-31,-0.2957101770116362,1
2096-03-31,0.8599822323085482,1
2096-06-30,-0.9419100006050403,2
2096-09-30,0.7344471736364276,1
2096-12-31,-1.0942546731621376,2
2097-03-31,-0.7061930463794389,1
2097-06-30,-0.588823656458652,1
2097-09-30,0.5639135475979231,1
2097-12-31,3.4358659846971444,2
2098-03-31,0.44345673598190216,2
2098-06-30,2.652558096698298,2
2098-09-30,0.37416191104965624,2
2098-12-31,0.49996182768873093,2
2099-03-31,3.4919952859766203,2
2099-06-30,-1.4597792000426666,2
2099-09-30,-0.2455235176823335,1
2099-12-31,-1.1152079204595107,1
2100-03-31,-1.4905719294188173,1
2100-06-30,-0.9500679707101382,1
2100-09-30,-0.3169926542857762,1
2100-12-31,1.0808838567175025,1
2101-03-31,0.7732820481744132,2
2101-06-30,1.581224493019515,2
2101-09-30,0.8140557056648662,2
2101-12-31,-0.12626455791636523,2
2102-03-31,-1.2723659474385498,1
2102-06-30,-0.5771822263998332,1
2102-09-30,-1.4111725436737985,1
2102-12-31,0.12295483962856246,1
2103-03-31,-1.939468403380697,2
2103-06-30,-2.242583524471142,1
2103-09-30,-1.646287414260022,1
2103-12-31,0.46098558770557996,1
2104-03-31,0.09895362735726146,2
2104-06-30,1.9009910021724776,2
2104-09-30,-0.5161087557693619,2
2104-12-31,0.0528726327140141,1
2105-03-31,-2.0678364611948865,2
2105-06-30,-0.24058165901321282,1
2105-09-30,-0.06330347250684913,1
2105-12-31,0.7547543765745572,1
2106-03-31,0.7080123379574939,2
2106-06-30,0.5868296298438319,2
2106-09-30,1.143884758198463,2
2106-12-31,0.8958388487008428,2
2107-03-31,0.26870205907972033,2
2107-06-30,0.5290286914184854,2
2107-09-30,0.7383964197247762,2
2107-12-31,0.4899265798737178,2
2108-03-31,0.9854199827276822,2
2108-06-30,0.9427533132059225,2
2108-09-30,0.6053719739113421,2
2108-12-31,-0.009760481683508238,2
2109-03-31,0.9015477493294112,1
2109-06-30,-1.4790520132785985,2
2109-09-30,-1.5759318345508702,1
2109-12-31,0.2673478815538676,1
2110-03-31,-0.07458976068998022,2
2110-06-30,0.29020303309812784,1
2110-09-30,1.0727262305045995,2
2110-12-31,0.321285730636018,2
2111-03-31,-2.0982718277707475,2
2111-06-30,-1.942498773743702,1
2111-09-30,-1.01462922133032,1
2111-12-31,-0.9882707023458768,1
2112-03-31,-1.4184472688345369,1
2112-06-30,0.6534762215851151,1
2112-09-30,-1.1128837791189758,2
2112-12-31,-0.9972797586232365,1
2113-03-31,-0.06705347652560234,1
2113-06-30,0.027305333592191595,1
2113-09-30,1.1925775459674481,2
2113-12-31,0.021160745174031714,2
2114-03-31,0.564479393603574,2
2114-06-30,0.23136054502212158,2
2114-09-30,0.5249335558131898,2
2114-12-31,0.09695617645605292,2
2115-03-31,0.5916034061219145,2
2115-06-30,-1.4382117711654696,2
2115-09-30,-0.46980072145252405,1
2115-12-31,-0.08107164640412681,1
2116-03-31,-0.4410623916278255,1
2116-06-30,-1.9830980741359365,1
2116-09-30,-2.3338483087439377,1
2116-12-31,-1.8756799397020187,1
2117-03-31,-1.0530446969413672,1
2117-06-30,0.2361758003314366,1
2117-09-30,0.44396400248080126,2
2117-12-31,2.2331127334027716,2
2118-03-31,0.015376073650113287,2
2118-06-30,0.18273856499453311,2
2118-09-30,-2.716017633534628,2
2118-12-31,-0.012135077077202627,1
2119-03-31,1.8701163579415867,1
2119-06-30,-2.495591628896443,2
2119-09-30,-0.5470572391477411,1
2119-12-31,-0.7439129057350147,1
2120-03-31,-0.6637441913912951,1
2120-06-30,-0.21273785273214618,1
2120-09-30,1.3908593052573628,1
2120-12-31,1.6678931933578043,2
2121-03-31,0.7849943154649266,2
2121-06-30,0.7062993103204993,2
2121-09-30,-1.1711246862352638,2
2121-12-31,-0.9557601678529655,1
2122-03-31,-0.6558093416736263,1
2122-06-30,0.8863266750805179,1
2122-09-30,-0.48093517871979435,2
2122-12-31,-0.9476640580951637,1
2123-03-31,0.5723276651533762,1
2123-06-30,1.5563544554042397,2
2123-09-30,-2.694561861391739,2
2123-12-31,-1.4670664056153064,1
2124-03-31,-0.7860279184427247,1
2124-06-30,0.927210486389582,1
2124-09-30,-0.8571924748972712,2
2124-12-31,1.3285757723428195,1
