date,returns
2014-01-02,0.01117937
2014-01-03,0.00262552
2014-01-06,0.00301619
2014-01-07,0.00754733
2014-01-08,-0.00713829
2014-01-09,0.00654964
2014-01-10,-0.03038802
2014-01-13,0.00891968
2014-01-14,-0.00766495
2014-01-15,0.00096633
2014-01-16,0.00365919
2014-01-17,-0.02563281
2014-01-20,0.00502107
2014-01-21,-0.00302726
2014-01-22,-0.00506978
2014-01-23,0.02629965
2014-01-24,0.01833472
2014-01-27,-0.01753169
2014-01-28,-0.028353
2014-01-29,-0.00677109
2014-01-30,0.01026621
2014-01-31,0.00208284
2014-02-03,-0.01071039
2014-02-04,0.00478073
2014-02-05,0.00798501
2014-02-06,-0.00527124
2014-02-07,-0.01440583
2014-02-10,0.00273582
2014-02-11,0.00600371
2014-02-12,-0.01033737
2014-02-13,-0.0005164
2014-02-14,0.0066425
2014-02-17,0.01154283
2014-02-18,0.00189045
2014-02-19,-0.00696555
2014-02-20,0.00178255
2014-02-21,-0.0044119
2014-02-24,-0.00873132
2014-02-25,0.01359436
2014-02-26,-0.00213307
2014-02-27,-0.01802207
2014-02-28,-0.00730421
2014-03-03,0.00952106
2014-03-04,0.01356856
2014-03-05,-0.01683724
2014-03-06,-0.00169653
2014-03-07,0.00254806
2014-03-10,0.00546604
2014-03-11,0.00858426
2014-03-12,0.00110809
2014-03-13,0.00224641
2014-03-14,-0.00622583
2014-03-17,0.00240749
2014-03-18,0.00028314
2014-03-19,-0.01153112
2014-03-20,-0.01910021
2014-03-21,-0.03179785
2014-03-24,-0.00253116
2014-03-25,-0.01055415
2014-03-26,-0.00621546
2014-03-27,-0.01392483
2014-03-28,0.02340611
2014-03-31,0.00106172
2014-04-01,0.00114155
2014-04-02,0.01724675
2014-04-03,-0.00598346
2014-04-04,-0.01125282
2014-04-07,-0.00309505
2014-04-08,-0.0198032
2014-04-09,0.00532524
2014-04-10,0.00054113
2014-04-11,0.00924943
2014-04-14,-0.00695051
2014-04-15,0.00242266
2014-04-16,-0.00647665
2014-04-17,-0.0013863
2014-04-18,-0.02068626
2014-04-21,0.01602522
2014-04-22,-0.00109407
2014-04-23,-0.00272747
2014-04-24,-0.00866472
2014-04-25,0.01212738
2014-04-28,0.00375052
2014-04-29,0.00090616
2014-04-30,-0.00413845
2014-05-01,0.00809905
2014-05-02,0.00192286
2014-05-05,-0.01316388
2014-05-06,0.00148759
2014-05-07,0.00457875
2014-05-08,0.00624383
2014-05-09,0.00080328
2014-05-12,0.01248019
2014-05-13,0.02210337
2014-05-14,0.00387509
2014-05-15,0.00478525
2014-05-16,0.00823497
2014-05-19,0.00200848
2014-05-20,-0.00110187
2014-05-21,-0.00943085
2014-05-22,-0.00872732
2014-05-23,0.01385959
2014-05-26,-0.00570197
2014-05-27,0.00037486
2014-05-28,0.00455195
2014-05-29,0.00353611
2014-05-30,0.00849939
2014-06-02,0.01181131
2014-06-03,0.00698739
2014-06-04,-0.01644413
2014-06-05,-0.00371488
2014-06-06,0.00320271
2014-06-09,0.00434297
2014-06-10,0.00755383
2014-06-11,-0.00406928
2014-06-12,-0.00019878
2014-06-13,-0.01106003
2014-06-16,-0.00082491
2014-06-17,-0.00730799
2014-06-18,0.00355078
2014-06-19,0.01753359
2014-06-20,0.02153967
2014-06-23,0.00517144
2014-06-24,0.00489986
2014-06-25,-0.00453443
2014-06-26,0.00359728
2014-06-27,-0.00080457
2014-06-30,0.01011808
2014-07-01,-0.02433666
2014-07-02,0.01548557
2014-07-03,0.00859003
2014-07-04,0.02583718
2014-07-07,-0.00982733
2014-07-08,-0.01968135
2014-07-09,-0.00196268
2014-07-10,0.01255172
2014-07-11,-0.01809159
2014-07-14,-0.01449066
2014-07-15,-0.00945026
2014-07-16,-0.02722003
2014-07-17,0.02033797
2014-07-18,-0.00599039
2014-07-21,-0.00345065
2014-07-22,0.00162844
2014-07-23,0.002267
2014-07-24,0.00433684
2014-07-25,0.0071389
2014-07-28,0.00131172
2014-07-29,0.01172314
2014-07-30,-0.01047671
2014-07-31,0.0058524
2014-08-01,0.00807043
2014-08-04,0.00781297
2014-08-05,0.00832549
2014-08-06,0.01149243
2014-08-07,0.00978009
2014-08-08,0.00364493
2014-08-11,0.00312789
2014-08-12,-0.00406926
2014-08-13,-0.01050963
2014-08-14,-0.00094068
2014-08-15,-0.00119569
2014-08-18,0.01032132
2014-08-19,0.01520907
2014-08-20,0.01017457
2014-08-21,0.00448044
2014-08-22,0.0040583
2014-08-25,-0.00439529
2014-08-26,0.00714151
2014-08-27,-0.00404941
2014-08-28,-0.00562531
2014-08-29,0.00814305
2014-09-01,0.02132316
2014-09-02,-0.01154828
2014-09-03,0.00044843
2014-09-04,-0.00038233
2014-09-05,0.0061968
2014-09-08,0.01015226
2014-09-09,-0.01711267
2014-09-10,0.00898214
