date,eurusd,gbpusd,jpyusd,chfusd
2016-01-04,0.010875818824078386,-0.002014356033162531,0.023353169601103674,-0.005343542063491093
2016-01-05,0.03638725191424568,0.018172555475813357,0.02888053523198617,0.04066542677986534
2016-01-06,0.005625911685565457,0.0062230738658452574,-0.03736409850202011,4.245352284068171e-05
2016-01-07,-0.012098821528959301,-0.006760021484502347,-0.08633124303003892,-0.03381400658929596
2016-01-08,-0.0063943079581441796,0.000569918157232345,-0.010156782639637338,-0.019557592928337256
2016-01-11,-0.012593231617335889,-0.01359188706573034,-0.11608039499787245,-0.030104370444711315
2016-01-12,-0.01588177493388908,-0.019048553500738044,0.002093176391430789,-0.027328820044920425
2016-01-13,0.00918167835561661,0.010076384015992425,0.026079992654089102,0.013574298808420423
2016-01-14,0.021162415082830854,0.0417687163954253,0.010612277994299847,0.010531041318376292
2016-01-15,0.0064187548258712104,0.03895242391714976,0.010588361800735947,0.0028593047509006242
2016-01-18,-0.012637464039837957,-0.028504047066756043,-0.05291295252459458,0.01728305911870223
2016-01-19,-0.01380521572271656,-0.032219992869075544,-0.022702398174003748,-0.00337810984153896
2016-01-20,-0.020917501011009997,-0.03015165509795852,-0.018415498473297792,-0.008843162593824292
2016-01-21,-0.02407624887650658,-0.015573121660107063,0.05293914911981208,-0.028450250958281752
2016-01-22,-0.023323078152993507,-0.011766635902057829,0.016993173885935492,-0.024268667098856025
2016-01-25,3.140862180072329e-05,0.010189190557533057,0.03140199867329495,0.0015567444303309825
2016-01-26,0.015799013320948803,-0.02002302668792418,0.00889185879233389,0.0073709509314020165
2016-01-27,0.013629210167351394,0.011843165769814226,0.0658123914845906,0.018012241583378323
2016-01-28,0.004943761790254305,0.010723416962933297,0.0362935675186449,0.0036049080933382178
2016-01-29,-0.020937558136094988,-0.02921248723443697,0.006993171067667637,0.0021319443443645293
2016-02-01,-0.01418792229902089,0.0043514059561823954,-0.051582547695013255,-0.007240321334718083
2016-02-02,-0.006806220406513325,-0.0038725140274560826,0.048903274712321414,0.020481056337524693
2016-02-03,-0.004571767287076322,-0.018591761262338333,-0.03702204432520452,-0.0004140778322873951
2016-02-04,-0.00149199997006841,-0.008009544127281274,-0.035320620007416266,-0.004117338715929335
2016-02-05,-0.010042340629001422,0.011210391428727531,-0.011580932312767253,0.006145075809386419
2016-02-08,0.017446261299837822,0.025720673871520335,0.025739416361604775,0.0021760138239277
2016-02-09,0.015880955749881766,0.032480209848927896,0.008080215751797888,-0.0020176391705607312
2016-02-10,-0.019423321196099658,-0.03086122148321695,-0.05059561655707721,0.001338612950808445
2016-02-11,0.002682957683799214,0.021147320231980935,-0.01876849502433851,0.009607638636674017
2016-02-12,0.010865060419576232,0.026454786957818544,-0.012351268467361067,0.004486146430517492
2016-02-15,-0.014745450035198239,-0.03892887410315074,-0.050633269755895355,-0.013069130474573394
2016-02-16,-0.0071289987443364745,-0.02348948483024954,-0.034281402179995445,0.0033618136620059934
2016-02-17,0.008828632357811925,0.02341518797446298,0.025191326231197724,0.007136667050091547
2016-02-18,0.016787859600163275,0.01603816198180868,0.0037857277786683408,0.014830803100284909
2016-02-19,0.012296443013402134,-0.004120931700986497,-0.005012510303089075,-0.0004408696139393515
2016-02-22,0.002750038794237642,-0.0017235079892814408,0.04440925275332659,-0.005688220409685327
2016-02-23,0.000678706385578039,0.02948220615671116,0.07468799674566355,-0.020900498049439508
2016-02-24,0.007137004307741751,-0.020782514027502693,-0.034586942450187175,0.01388401303807006
2016-02-25,0.008002871528067146,0.04793378572328969,0.009006661621009698,0.00893703938257698
2016-02-26,0.010458213711966008,0.029480158687487216,-0.00039441178781959174,0.018512645306495355
2016-02-29,-0.01938827677146062,-0.031854072187398656,-0.015849704312237253,-0.0072285584707975714
2016-03-01,-0.007840668269190505,0.0002491205956187689,0.0607421340176376,-0.01837829813346846
2016-03-02,0.005847442723698787,0.00945927581903955,-0.08293749588559582,-0.00802527230835524
2016-03-03,-0.005800517875085648,-0.007670513206875023,-0.059998413069983256,-0.008609010447350763
2016-03-04,0.0044609739230199496,0.009569471717934975,0.02526647924638919,0.004911058945979192
2016-03-07,0.022220299863212577,-0.0014052310377328746,0.05675031661122923,0.031782455372030186
2016-03-08,0.007348090542520959,0.03076765211380756,-0.011033279286695594,0.013683947713259226
2016-03-09,0.014827882326720537,-0.012176545326287376,-0.012377771346811665,0.0017307987376597553
2016-03-10,-0.0016102248057832727,-0.018130519946266202,-0.02809541979295176,-0.009545680046766427
2016-03-11,0.012379392065531052,0.02184590573370812,0.051867970168077766,0.020024787000559093
2016-03-14,-0.013413596468907336,-0.01832378604427743,-0.00685984102370223,-0.007379717193404993
2016-03-15,-0.00501650691658947,-0.009137205261645751,-0.004858915661652083,0.00529279905290748
2016-03-16,-0.01380803561495791,0.012451493851552252,-0.011209304578566408,-0.010599086561471037
2016-03-17,-0.004075542081757661,0.005147949472386678,0.036439042903902846,0.01198176478524922
2016-03-18,-0.006078813578326649,-0.0012314924155698004,0.02561110016134497,-0.0022087234609872407
2016-03-21,-0.02182550906268921,0.010175979990193186,-0.006299781064734407,-0.00884284890229076
2016-03-22,0.0007631890047160117,0.04163269183944199,0.0020956793923014405,0.007848318595063299
2016-03-23,0.025497568620828893,0.029579010169192805,-0.029842334255154437,0.021143104111932844
