date,returns
2014-01-02,2.162e-05
2014-01-03,0.00754971
2014-01-06,0.01199522
2014-01-07,0.0005824
2014-01-08,0.00968675
2014-01-09,0.00433138
2014-01-10,0.00559055
2014-01-13,0.00724086
2014-01-14,0.00678531
2014-01-15,0.00200094
2014-01-16,0.00266587
2014-01-17,-0.00056093
2014-01-20,-0.00605459
2014-01-21,-0.00349492
2014-01-22,0.00349987
2014-01-23,-0.00087306
2014-01-24,-0.00103846
2014-01-27,-0.00276588
2014-01-28,-0.00721112
2014-01-29,-0.0005918
2014-01-30,0.01316009
2014-01-31,-0.00654926
2014-02-03,-0.00320613
2014-02-04,-0.00097564
2014-02-05,-0.0143992
2014-02-06,0.00916837
2014-02-07,0.01437637
2014-02-10,-0.01522667
2014-02-11,-0.0007076
2014-02-12,0.00657147
2014-02-13,0.00807103
2014-02-14,0.00573194
2014-02-17,-0.00303728
2014-02-18,0.01676063
2014-02-19,0.01703232
2014-02-20,0.0106774
2014-02-21,-0.00428443
2014-02-24,-0.00548839
2014-02-25,-0.01660045
2014-02-26,0.01902061
2014-02-27,-0.01417922
2014-02-28,0.01798394
2014-03-03,0.00342323
2014-03-04,-0.00483297
2014-03-05,-0.01779291
2014-03-06,0.01256332
2014-03-07,-0.01542619
2014-03-10,0.0081267
2014-03-11,-0.00022319
2014-03-12,0.00392548
2014-03-13,-6.14e-05
2014-03-14,0.00678209
2014-03-17,-0.00458038
2014-03-18,-0.00956231
2014-03-19,-0.0019308
2014-03-20,-0.01325653
2014-03-21,-0.00537936
2014-03-24,-0.00757023
2014-03-25,-0.0115237
2014-03-26,-0.00998483
2014-03-27,0.00118061
2014-03-28,0.01203621
2014-03-31,0.0076317
2014-04-01,-0.00211561
2014-04-02,0.01185698
2014-04-03,0.01637081
2014-04-04,-0.00430503
2014-04-07,0.00453027
2014-04-08,-0.00773608
2014-04-09,-0.00512025
2014-04-10,0.00172936
2014-04-11,-0.01500099
2014-04-14,0.00301312
2014-04-15,0.00166508
2014-04-16,-0.00354589
2014-04-17,-0.01247972
2014-04-18,0.00354571
2014-04-21,0.00615642
2014-04-22,-0.00310495
2014-04-23,-0.00153209
2014-04-24,0.00932232
2014-04-25,0.0134399
2014-04-28,-0.00548682
2014-04-29,-0.00724742
2014-04-30,0.00340732
2014-05-01,-0.0105247
2014-05-02,0.01413776
2014-05-05,-0.00376041
2014-05-06,0.00408554
2014-05-07,0.00578526
2014-05-08,-0.00288805
2014-05-09,0.00637606
2014-05-12,0.00743072
2014-05-13,0.00757663
2014-05-14,-0.00785279
2014-05-15,-0.00164356
2014-05-16,-0.00256019
2014-05-19,-0.0024021
2014-05-20,-0.00358076
2014-05-21,0.00796235
2014-05-22,-0.00903713
2014-05-23,0.00090728
2014-05-26,-0.0163364
2014-05-27,-0.01425461
2014-05-28,0.02372574
2014-05-29,0.00818762
2014-05-30,0.0033582
2014-06-02,-0.01147163
2014-06-03,5.892e-05
2014-06-04,-0.01177714
2014-06-05,0.02095509
2014-06-06,0.00493701
2014-06-09,0.00177352
2014-06-10,0.00055679
2014-06-11,0.00019168
2014-06-12,0.00092449
2014-06-13,-0.00665799
2014-06-16,0.01155785
2014-06-17,-0.00021293
2014-06-18,0.00924588
2014-06-19,-0.01065953
2014-06-20,0.00424511
2014-06-23,0.01391392
2014-06-24,0.00065632
2014-06-25,0.01193147
2014-06-26,0.00703477
2014-06-27,0.00043315
2014-06-30,0.00029434
2014-07-01,0.01063696
2014-07-02,0.00678904
2014-07-03,0.00668179
2014-07-04,0.00718253
2014-07-07,0.00446178
2014-07-08,0.00199528
2014-07-09,-0.00063049
2014-07-10,0.00367247
2014-07-11,0.00621803
2014-07-14,-0.00339116
2014-07-15,0.00773581
2014-07-16,0.00548331
2014-07-17,-0.00215483
2014-07-18,-0.00879642
2014-07-21,-0.01317337
2014-07-22,-0.00323631
2014-07-23,0.00525525
2014-07-24,-0.00721878
2014-07-25,-0.00681938
