date,returns
2016-01-04,0.01063552
2016-01-05,0.00600959
2016-01-06,-0.01113235
2016-01-07,-0.00883125
2016-01-08,0.0142488
2016-01-11,-0.03934304
2016-01-12,0.00153654
2016-01-13,0.01015459
2016-01-14,-0.01356652
2016-01-15,-0.00379486
2016-01-18,0.0132671
2016-01-19,0.00251614
2016-01-20,0.02059656
2016-01-21,-0.02041392
2016-01-22,0.02344433
2016-01-25,0.01931445
2016-01-26,-0.00422399
2016-01-27,0.03315587
2016-01-28,-0.01556149
2016-01-29,-0.02331089
2016-02-01,-0.00871544
2016-02-02,-0.0112888
2016-02-03,-0.01068524
2016-02-04,-0.01870669
2016-02-05,0.02510636
2016-02-08,-0.01865015
2016-02-09,-0.03568506
2016-02-10,-0.00360787
2016-02-11,0.02784625
2016-02-12,-0.02382082
2016-02-15,0.08468449
2016-02-16,0.01094806
2016-02-17,-0.00741856
2016-02-18,0.00772623
2016-02-19,-0.03187345
2016-02-22,-0.00843785
2016-02-23,0.00161211
2016-02-24,0.01681628
2016-02-25,-0.05752884
2016-02-26,-0.01336263
2016-02-29,0.0350395
2016-03-01,0.00881243
2016-03-02,-0.02250077
2016-03-03,-0.01049447
2016-03-04,-0.00824496
2016-03-07,-0.00633955
2016-03-08,-0.12169439
2016-03-09,0.16683216
2016-03-10,-0.07363792
2016-03-11,-0.13110807
2016-03-14,-0.06085788
2016-03-15,-0.03756246
2016-03-16,-0.09445555
2016-03-17,0.1430541
2016-03-18,0.00254831
2016-03-21,-0.05421976
2016-03-22,0.04102695
2016-03-23,-0.02148062
2016-03-24,-0.04871964
2016-03-25,-0.02078682
2016-03-28,0.05083795
2016-03-29,-0.13055733
2016-03-30,0.01449343
2016-03-31,-0.01123009
2016-04-01,0.03594487
2016-04-04,-0.00716784
2016-04-05,-0.03707135
2016-04-06,-0.00491526
2016-04-07,-0.01848138
2016-04-08,-0.04473122
2016-04-11,-0.02625904
2016-04-12,0.01180433
2016-04-13,-0.00530608
2016-04-14,-0.00402605
2016-04-15,-0.01215332
2016-04-18,-0.00719904
2016-04-19,0.01551538
2016-04-20,-0.05333081
2016-04-21,-0.02192034
2016-04-22,-0.00040615
2016-04-25,0.00930651
2016-04-26,0.00503414
2016-04-27,-0.00726123
2016-04-28,0.00675818
2016-04-29,0.0161148
2016-05-02,-0.0262241
2016-05-03,0.01184144
2016-05-04,0.02748193
2016-05-05,-0.05086144
2016-05-06,-0.01418816
2016-05-09,-0.01372109
2016-05-10,-0.08682375
2016-05-11,-0.00934644
2016-05-12,0.06449491
2016-05-13,0.03892828
2016-05-16,0.04909458
2016-05-17,-0.0687541
2016-05-18,-0.03914359
2016-05-19,-0.01734076
2016-05-20,0.07227054
2016-05-23,0.03170513
2016-05-24,-0.00387138
2016-05-25,-0.01130311
2016-05-26,-0.00902762
2016-05-27,-0.03646157
2016-05-30,0.01932689
2016-05-31,0.019895
2016-06-01,0.01586786
2016-06-02,-0.01455196
2016-06-03,0.02645079
2016-06-06,0.0129093
2016-06-07,-0.01519661
2016-06-08,-0.01913373
2016-06-09,-0.02115766
2016-06-10,-0.02877684
2016-06-13,0.02483503
2016-06-14,-0.03449971
2016-06-15,0.0359888
2016-06-16,0.00683206
2016-06-17,0.03243247
2016-06-20,-0.01934126
2016-06-21,0.00010844
2016-06-22,-0.00358352
2016-06-23,0.01959827
2016-06-24,0.03217945
2016-06-27,0.0084551
2016-06-28,0.00048673
2016-06-29,0.02747465
2016-06-30,0.04043868
2016-07-01,-0.00174268
2016-07-04,-0.01613804
2016-07-05,-0.03024342
2016-07-06,-0.00245429
2016-07-07,0.00480215
2016-07-08,0.02654718
2016-07-11,-0.01917322
2016-07-12,-0.01311586
2016-07-13,0.04281116
2016-07-14,0.00088275
2016-07-15,-0.0862181
2016-07-18,-0.05964049
2016-07-19,-0.02997331
2016-07-20,0.04644872
2016-07-21,-0.03056596
2016-07-22,0.00023062
2016-07-25,0.007883
2016-07-26,0.03124454
2016-07-27,0.02185578
2016-07-28,0.01277034
2016-07-29,-0.02210217
2016-08-01,0.01861076
2016-08-02,-0.02853552
2016-08-03,0.02368347
2016-08-04,-0.04647958
2016-08-05,-0.04217152
2016-08-08,0.03709067
2016-08-09,0.03942994
2016-08-10,-0.03815546
2016-08-11,-0.00076416
2016-08-12,0.02035095
2016-08-15,-0.00690442
2016-08-16,0.0288924
2016-08-17,-0.02333629
2016-08-18,0.00787545
2016-08-19,-0.00390737
2016-08-22,0.00044893
2016-08-23,-0.00367097
2016-08-24,0.02142236
2016-08-25,0.0031619
2016-08-26,0.07741224
2016-08-29,-0.06575281
2016-08-30,-0.05925522
2016-08-31,0.0039782
2016-09-01,0.03674555
2016-09-02,-0.0230261
2016-09-05,0.00389434
2016-09-06,-0.0018346
2016-09-07,-0.05334201
2016-09-08,0.01454756
2016-09-09,0.05229686
2016-09-12,0.02374217
2016-09-13,-0.00871024
2016-09-14,0.01819708
2016-09-15,-0.01020827
2016-09-16,-0.0083731
2016-09-19,-0.00017827
2016-09-20,-0.05148604
2016-09-21,0.02050162
2016-09-22,-0.04118878
2016-09-23,-0.02728996
2016-09-26,0.01631916
2016-09-27,0.04303162
2016-09-28,0.00501721
2016-09-29,-0.00245655
2016-09-30,0.04908117
2016-10-03,0.04923813
2016-10-04,-0.02675572
2016-10-05,0.01383167
2016-10-06,-0.0240802
2016-10-07,-0.00839748
2016-10-10,0.03877983
2016-10-11,0.0136685
2016-10-12,0.02998244
2016-10-13,0.04690699
2016-10-14,-0.02284327
2016-10-17,0.06708452
2016-10-18,0.0922708
2016-10-19,-0.04734137
2016-10-20,-0.0334763
2016-10-21,-0.00543194
2016-10-24,0.05398351
2016-10-25,0.03860627
2016-10-26,-0.04388689
2016-10-27,0.03569256
2016-10-28,0.00264495
2016-10-31,0.03151452
2016-11-01,-0.02313437
2016-11-02,0.01898943
2016-11-03,0.04697305
2016-11-04,0.06602567
2016-11-07,-0.00246811
2016-11-08,-0.01698881
2016-11-09,-0.00206222
2016-11-10,0.02062618
2016-11-11,0.07731607
2016-11-14,-0.00559325
2016-11-15,0.00726321
2016-11-16,-0.02349072
2016-11-17,-0.00443246
2016-11-18,-0.0424832
2016-11-21,0.01952102
2016-11-22,0.03376398
2016-11-23,-0.00627346
2016-11-24,0.01924518
2016-11-25,-0.06000008
2016-11-28,-0.00184612
2016-11-29,-0.03044689
2016-11-30,0.00579255
2016-12-01,0.01910579
2016-12-02,0.00066186
2016-12-05,0.01739641
2016-12-06,0.02388233
2016-12-07,-0.02495343
2016-12-08,-0.01162657
2016-12-09,-0.00394451
2016-12-12,-0.06116673
2016-12-13,0.04292121
2016-12-14,-0.00598863
2016-12-15,0.0146414
2016-12-16,0.00657817
2016-12-19,0.03279474
2016-12-20,-0.00235783
2016-12-21,0.00959808
2016-12-22,-0.01841087
2016-12-23,-0.0089608
2016-12-26,0.03125978
2016-12-27,0.03649991
2016-12-28,0.00716394
2016-12-29,-0.00703852
2016-12-30,-0.01524032
2017-01-02,0.02166136
2017-01-03,-0.0179841
2017-01-04,0.02799246
2017-01-05,0.00397822
2017-01-06,0.01567593
2017-01-09,0.0030111
2017-01-10,-0.00909759
2017-01-11,-0.00831939
2017-01-12,0.01669016
2017-01-13,-0.00765703
2017-01-16,0.03889985
2017-01-17,-0.01324564
2017-01-18,0.03600681
2017-01-19,0.01581431
2017-01-20,0.00928742
2017-01-23,-0.02360802
2017-01-24,-0.00905207
2017-01-25,0.00921603
2017-01-26,0.01858512
2017-01-27,-0.00629432
2017-01-30,-0.01995767
2017-01-31,-0.001033
2017-02-01,0.00895018
2017-02-02,0.01692129
2017-02-03,0.0049107
2017-02-06,-0.00192144
2017-02-07,0.00058117
2017-02-08,0.05297434
2017-02-09,-0.03466064
2017-02-10,0.00749105
2017-02-13,-0.01809358
2017-02-14,-0.00126817
2017-02-15,-0.00208876
2017-02-16,-0.06344855
2017-02-17,0.05435138
2017-02-20,-0.00962407
2017-02-21,0.01378403
2017-02-22,0.0225137
2017-02-23,-0.0365722
2017-02-24,0.02027456
2017-02-27,-0.0269824
2017-02-28,-0.02010802
2017-03-01,0.00085152
2017-03-02,-0.01298146
2017-03-03,-0.0076687
2017-03-06,0.00062301
2017-03-07,-0.03140322
2017-03-08,-0.02210067
2017-03-09,-0.02270423
2017-03-10,-0.05757639
2017-03-13,0.05553895
2017-03-14,0.01049441
2017-03-15,-0.01181458
2017-03-16,-0.04825641
2017-03-17,0.0037181
2017-03-20,0.01111198
2017-03-21,-0.01090042
2017-03-22,0.00426456
2017-03-23,-0.03188107
2017-03-24,-0.0269031
2017-03-27,-0.03737249
2017-03-28,0.01746404
2017-03-29,-0.01143622
2017-03-30,0.00359482
2017-03-31,0.01390987
2017-04-03,0.0082388
2017-04-04,-0.01866982
2017-04-05,0.00353611
2017-04-06,-0.04823277
2017-04-07,-0.02939268
2017-04-10,-0.0172463
2017-04-11,-0.02260174
2017-04-12,-0.04165343
2017-04-13,-0.05732526
2017-04-14,0.08227564
2017-04-17,-0.02914886
2017-04-18,0.04197805
2017-04-19,-0.0358098
2017-04-20,-0.03744702
2017-04-21,-0.01092399
2017-04-24,-0.04828169
2017-04-25,0.0282152
2017-04-26,-0.01873765
2017-04-27,0.00377463
2017-04-28,-0.01398647
2017-05-01,-0.026693
2017-05-02,-0.04524844
2017-05-03,-0.00031562
2017-05-04,0.00341064
2017-05-05,0.02470585
2017-05-08,0.06348901
2017-05-09,-0.03593776
2017-05-10,0.01829305
2017-05-11,0.00601672
2017-05-12,-0.00823268
2017-05-15,0.02571827
2017-05-16,-0.00600021
2017-05-17,-0.01328341
2017-05-18,-0.00138508
2017-05-19,0.02461306
2017-05-22,-0.00605968
2017-05-23,-0.01430274
2017-05-24,0.01649148
2017-05-25,-0.02091929
