date,returns
2014-01-02,-0.0003443
2014-01-03,-0.0097485
2014-01-06,0.00583454
2014-01-07,0.00498216
2014-01-08,0.00097854
2014-01-09,-0.00930998
2014-01-10,-0.00526032
2014-01-13,-0.00445027
2014-01-14,-0.0003855
2014-01-15,0.00557562
2014-01-16,0.01179687
2014-01-17,-0.00839002
2014-01-20,0.01301002
2014-01-21,-0.00764134
2014-01-22,-0.00012872
2014-01-23,0.00212012
2014-01-24,0.00562673
2014-01-27,0.00934178
2014-01-28,-0.00472539
2014-01-29,0.0079757
2014-01-30,0.00155734
2014-01-31,0.01164987
2014-02-03,0.00909197
2014-02-04,0.00338473
2014-02-05,-0.00622616
2014-02-06,-0.00741359
2014-02-07,0.00399349
2014-02-10,0.00800916
2014-02-11,0.00746188
2014-02-12,-0.00437856
2014-02-13,0.01314748
2014-02-14,-0.00037263
2014-02-17,0.00940324
2014-02-18,-0.00960257
2014-02-19,0.01236449
2014-02-20,-0.00027785
2014-02-21,-0.00107348
2014-02-24,-0.00799064
2014-02-25,-0.00100917
2014-02-26,0.00927885
2014-02-27,-0.00366052
2014-02-28,-0.00626155
2014-03-03,-0.00804126
2014-03-04,-0.00219596
2014-03-05,-0.01709978
2014-03-06,0.00878492
2014-03-07,-0.00153262
2014-03-10,-0.01704963
2014-03-11,-0.00579866
2014-03-12,-0.0032746
2014-03-13,-0.00437133
2014-03-14,-0.00064187
2014-03-17,-0.01507883
2014-03-18,1.817e-05
2014-03-19,0.00137772
2014-03-20,-0.01000669
2014-03-21,0.00697853
2014-03-24,-0.0201038
2014-03-25,-0.00492208
2014-03-26,0.00181635
2014-03-27,-0.01308732
2014-03-28,0.00859263
2014-03-31,0.00919509
2014-04-01,-0.0085497
2014-04-02,-0.00729652
2014-04-03,0.00250501
2014-04-04,-0.01990131
2014-04-07,-0.00365709
2014-04-08,-0.01810088
2014-04-09,0.02411614
2014-04-10,-0.00062613
2014-04-11,0.01246427
2014-04-14,-0.01527131
2014-04-15,-0.00317077
2014-04-16,0.0084247
2014-04-17,-0.00056287
2014-04-18,-0.01645376
2014-04-21,-0.01459429
2014-04-22,-0.00459397
2014-04-23,0.01319457
2014-04-24,-0.01019254
2014-04-25,0.01355474
2014-04-28,-0.00850268
2014-04-29,0.01089608
2014-04-30,-0.01434742
2014-05-01,-0.00564696
2014-05-02,0.01147587
2014-05-05,0.00775368
2014-05-06,-0.0017952
2014-05-07,-0.00188173
2014-05-08,0.00704581
2014-05-09,0.00387345
2014-05-12,-0.00919258
2014-05-13,-0.00849205
2014-05-14,0.00318186
2014-05-15,-0.00128766
2014-05-16,-0.00049305
2014-05-19,-0.00828114
2014-05-20,0.00918931
2014-05-21,-0.0051071
2014-05-22,-0.00235492
2014-05-23,0.01252098
2014-05-26,-0.00241345
2014-05-27,0.01091026
2014-05-28,0.01393332
2014-05-29,0.00817523
2014-05-30,-0.0007288
2014-06-02,-0.00229979
2014-06-03,-0.00575017
2014-06-04,0.00701972
2014-06-05,0.0015862
2014-06-06,0.00531391
2014-06-09,0.00331201
2014-06-10,0.00338695
2014-06-11,-0.008817
2014-06-12,0.00244202
2014-06-13,0.00163733
2014-06-16,0.00334877
2014-06-17,-0.00137158
2014-06-18,0.0051687
2014-06-19,0.00375122
2014-06-20,-0.00040285
2014-06-23,-0.00465189
2014-06-24,-0.0051458
2014-06-25,-0.00182777
2014-06-26,-0.0017123
2014-06-27,0.00756097
2014-06-30,0.00405883
2014-07-01,-0.00013742
2014-07-02,0.00775257
2014-07-03,0.00696837
2014-07-04,0.00384066
2014-07-07,-0.00528938
2014-07-08,-0.00538252
2014-07-09,-0.00620943
2014-07-10,0.00367744
2014-07-11,0.00351056
2014-07-14,-0.00663862
2014-07-15,-0.00618357
2014-07-16,0.01223473
2014-07-17,0.00621027
2014-07-18,0.00865468
2014-07-21,-0.00582857
2014-07-22,-0.0073593
2014-07-23,-0.00900291
2014-07-24,-0.00631276
2014-07-25,0.00125448
2014-07-28,0.0010142
2014-07-29,-0.00172167
2014-07-30,0.00232517
2014-07-31,0.00110581
2014-08-01,0.00715817
2014-08-04,0.01400758
2014-08-05,-0.00399097
2014-08-06,0.00078911
2014-08-07,-0.01051791
2014-08-08,-0.0098668
2014-08-11,0.005855
2014-08-12,0.00085415
2014-08-13,-0.00410554
2014-08-14,0.00341077
2014-08-15,0.00065829
2014-08-18,0.01070678
2014-08-19,0.00678554
2014-08-20,-0.00979276
2014-08-21,0.00328956
2014-08-22,-0.00555306
2014-08-25,-0.00136637
2014-08-26,0.01051199
2014-08-27,-0.01865709
2014-08-28,0.00201308
2014-08-29,-0.00415595
2014-09-01,-0.01250945
2014-09-02,0.01358884
2014-09-03,0.00546809
2014-09-04,0.00027395
2014-09-05,-0.01412303
2014-09-08,0.00797414
2014-09-09,0.01181061
2014-09-10,-0.0071436
2014-09-11,-0.01616069
2014-09-12,-0.0035001
2014-09-15,0.00193642
2014-09-16,0.01561091
2014-09-17,-0.00185238
2014-09-18,-0.00213691
2014-09-19,-0.02056325
2014-09-22,0.001222
2014-09-23,-0.01003461
2014-09-24,0.00758122
2014-09-25,0.00078197
2014-09-26,-0.00221545
2014-09-29,0.01178738
2014-09-30,0.00414329
2014-10-01,-0.01003964
2014-10-02,0.01023479
2014-10-03,0.02352304
2014-10-06,0.00186368
2014-10-07,-0.01057376
2014-10-08,0.01028745
2014-10-09,0.02812429
2014-10-10,7.702e-05
2014-10-13,-0.00241052
2014-10-14,0.00842475
2014-10-15,-0.01423582
2014-10-16,0.01543222
2014-10-17,-0.00835648
2014-10-20,-0.00754186
2014-10-21,-0.00749216
2014-10-22,-0.00771995
2014-10-23,-0.00304308
2014-10-24,0.01475509
2014-10-27,-0.00100632
2014-10-28,-0.00199882
2014-10-29,-0.00020141
2014-10-30,-0.01623299
2014-10-31,-0.00708868
2014-11-03,-0.00168407
2014-11-04,-0.0011381
2014-11-05,-0.00324106
2014-11-06,-0.00804149
2014-11-07,0.0011343
2014-11-10,-0.00199417
2014-11-11,0.00540477
2014-11-12,0.01380788
2014-11-13,0.02223642
2014-11-14,-0.01411227
2014-11-17,0.00779071
2014-11-18,0.00628329
2014-11-19,-0.01647535
2014-11-20,-0.01284764
2014-11-21,0.00869461
2014-11-24,0.01200354
2014-11-25,0.01654918
2014-11-26,-0.01706225
2014-11-27,0.00307068
2014-11-28,0.0017452
2014-12-01,0.00028206
2014-12-02,-6.894e-05
2014-12-03,-0.00197616
2014-12-04,0.00470475
2014-12-05,-0.0017702
2014-12-08,0.00114815
2014-12-09,0.01635918
2014-12-10,0.00634722
2014-12-11,0.00468646
2014-12-12,-0.00047293
2014-12-15,0.00359592
2014-12-16,-0.00554913
2014-12-17,-0.01601596
2014-12-18,-0.01585184
2014-12-19,-0.00704967
2014-12-22,0.00195019
2014-12-23,-0.01109792
2014-12-24,-0.02121623
2014-12-25,-0.00069151
2014-12-26,-0.00513653
2014-12-29,0.01005743
2014-12-30,0.01002692
2014-12-31,-0.00797651
2015-01-01,-0.0037539
2015-01-02,0.00449631
2015-01-05,0.01219952
2015-01-06,-0.00479312
2015-01-07,0.02787131
2015-01-08,0.0072235
2015-01-09,-0.03040383
2015-01-12,-0.02717589
2015-01-13,0.03798133
2015-01-14,-0.00699445
2015-01-15,-0.01607735
2015-01-16,0.03382466
2015-01-19,-0.00136386
2015-01-20,0.00957948
2015-01-21,0.0291805
2015-01-22,0.02068327
2015-01-23,0.00086717
2015-01-26,-0.02152186
2015-01-27,-0.02127559
2015-01-28,0.0116654
2015-01-29,-0.00062412
2015-01-30,-0.00288855
2015-02-02,0.00639993
2015-02-03,0.0297621
2015-02-04,0.00119928
2015-02-05,0.01795219
2015-02-06,-0.00086596
2015-02-09,-0.01616612
2015-02-10,0.01411186
2015-02-11,0.01818571
2015-02-12,0.00786512
2015-02-13,-0.02014338
2015-02-16,-0.04265618
2015-02-17,-0.02082548
2015-02-18,-0.01379025
2015-02-19,-0.00576608
2015-02-20,-0.02513007
2015-02-23,0.02814997
2015-02-24,-0.01015202
2015-02-25,-0.00973127
2015-02-26,-0.02190287
2015-02-27,-0.0120053
2015-03-02,0.0273939
2015-03-03,-0.01180018
2015-03-04,0.00489949
2015-03-05,-0.03285627
2015-03-06,0.02631426
2015-03-09,0.01273949
2015-03-10,-0.00449477
2015-03-11,-0.00754383
2015-03-12,-0.00472287
2015-03-13,-0.01024677
2015-03-16,-0.03257697
2015-03-17,0.00703312
2015-03-18,0.00548193
2015-03-19,-0.04395051
2015-03-20,0.00108183
2015-03-23,-0.00348059
2015-03-24,-0.02548476
2015-03-25,0.01082495
2015-03-26,0.01489241
2015-03-27,0.00591131
2015-03-30,-0.01067057
2015-03-31,-0.01809844
2015-04-01,0.01844153
2015-04-02,0.0227343
2015-04-03,-0.00813388
2015-04-06,-0.0059193
2015-04-07,0.00433044
2015-04-08,0.00064418
2015-04-09,0.00815603
2015-04-10,0.00118234
2015-04-13,0.02657732
2015-04-14,-0.0016345
2015-04-15,-0.01030984
2015-04-16,-0.02291412
2015-04-17,-0.02858281
2015-04-20,-0.03341851
2015-04-21,-0.0043259
2015-04-22,-0.02242937
2015-04-23,-0.00068482
2015-04-24,-0.03750496
2015-04-27,-0.00229376
2015-04-28,-0.00853903
2015-04-29,-0.03687505
2015-04-30,-0.00525249
2015-05-01,0.00431279
2015-05-04,-0.03417296
2015-05-05,0.01266729
2015-05-06,0.00625916
2015-05-07,-0.00384037
2015-05-08,0.01159423
2015-05-11,-0.01282676
2015-05-12,-0.0178842
2015-05-13,0.03981164
2015-05-14,-0.00905181
2015-05-15,-0.01072377
2015-05-18,-0.01319403
2015-05-19,0.02001795
2015-05-20,-0.00123733
